word,importance,surrogate,metric,kernel_width,iteration_id
fitsnatac,-0.10634086797888376,lasso,cosine,0.1925,7
time,-0.0,lasso,cosine,0.1925,7
at,-0.0,lasso,cosine,0.1925,7
this,-0.20608650538534695,lasso,cosine,0.1925,7
event,-0.04163896789204548,lasso,cosine,0.1925,7
It,0.053740267317753096,lasso,cosine,0.1925,7
was,0.011625857034408896,lasso,cosine,0.1925,7
wlel,-0.0,lasso,cosine,0.1925,7
orngaiezd,-0.03816733265487034,lasso,cosine,0.1925,7
and,-0.213619818033143,lasso,cosine,0.1925,7
eyojned,-0.022728569501650878,lasso,cosine,0.1925,7
evrey,-0.0,lasso,cosine,0.1925,7
moment,-0.09841563757200582,lasso,cosine,0.1925,7
of,-0.0,lasso,cosine,0.1925,7
it,-0.0,lasso,cosine,0.1925,7
The,0.0667286254284883,lasso,cosine,0.1925,7
speakers,0.002878968104296421,lasso,cosine,0.1925,7
were,0.04594882204107955,lasso,cosine,0.1925,7
konwledgaeble,-0.0,lasso,cosine,0.1925,7
insihgftul,-0.16248409192524868,lasso,cosine,0.1925,7
laerned,-0.048272270349443515,lasso,cosine,0.1925,7
lot,0.13699858920271338,lasso,cosine,0.1925,7
from,0.00030483134591847375,lasso,cosine,0.1925,7
them,-0.0,lasso,cosine,0.1925,7
I,0.012188798829643022,decision_tree,cosine,0.1925,7
had,0.007774361869333726,decision_tree,cosine,0.1925,7
a,0.26406393595597283,decision_tree,cosine,0.1925,7
fitsnatac,0.037622762312029615,decision_tree,cosine,0.1925,7
time,0.0,decision_tree,cosine,0.1925,7
at,0.0,decision_tree,cosine,0.1925,7
this,0.1932726399664433,decision_tree,cosine,0.1925,7
event,0.05462632938224976,decision_tree,cosine,0.1925,7
It,0.0,decision_tree,cosine,0.1925,7
was,0.0,decision_tree,cosine,0.1925,7
wlel,0.0,decision_tree,cosine,0.1925,7
orngaiezd,0.0,decision_tree,cosine,0.1925,7
and,0.14809261696152048,decision_tree,cosine,0.1925,7
eyojned,0.0,decision_tree,cosine,0.1925,7
evrey,0.0,decision_tree,cosine,0.1925,7
moment,0.029094955098808342,decision_tree,cosine,0.1925,7
of,0.0,decision_tree,cosine,0.1925,7
it,0.0,decision_tree,cosine,0.1925,7
The,0.0,decision_tree,cosine,0.1925,7
speakers,0.0,decision_tree,cosine,0.1925,7
were,0.008445134097096943,decision_tree,cosine,0.1925,7
konwledgaeble,0.011378996024170042,decision_tree,cosine,0.1925,7
insihgftul,0.12214983489283796,decision_tree,cosine,0.1925,7
laerned,0.0,decision_tree,cosine,0.1925,7
lot,0.11128963460989412,decision_tree,cosine,0.1925,7
from,0.0,decision_tree,cosine,0.1925,7
them,0.0,decision_tree,cosine,0.1925,7
I,-0.09991356608061051,ridge,cosine,0.1925,8
had,0.07458187003946778,ridge,cosine,0.1925,8
a,0.24824131274838424,ridge,cosine,0.1925,8
fitsnatac,-0.1333580229248558,ridge,cosine,0.1925,8
time,-0.04367724943431279,ridge,cosine,0.1925,8
at,-0.05710538656721392,ridge,cosine,0.1925,8
this,-0.26178027018695577,ridge,cosine,0.1925,8
event,-0.08320422361381788,ridge,cosine,0.1925,8
It,0.09754352318399069,ridge,cosine,0.1925,8
was,0.05604656359002548,ridge,cosine,0.1925,8
wlel,-0.02784841013649983,ridge,cosine,0.1925,8
orngaiezd,-0.070667039611834,ridge,cosine,0.1925,8
and,-0.23140062836177216,ridge,cosine,0.1925,8
eyojned,-0.06565189422543616,ridge,cosine,0.1925,8
evrey,-0.017700737715733758,ridge,cosine,0.1925,8
moment,-0.1384115381060624,ridge,cosine,0.1925,8
of,-0.031000309690767086,ridge,cosine,0.1925,8
it,-0.034981611604109966,ridge,cosine,0.1925,8
The,0.09192632264371904,ridge,cosine,0.1925,8
speakers,0.05000551726252801,ridge,cosine,0.1925,8
were,0.11179642929682058,ridge,cosine,0.1925,8
konwledgaeble,-0.019736067498367534,ridge,cosine,0.1925,8
insihgftul,-0.20577368397488396,ridge,cosine,0.1925,8
laerned,-0.07552105822940156,ridge,cosine,0.1925,8
lot,0.1575033509795359,ridge,cosine,0.1925,8
from,0.04444085321451919,ridge,cosine,0.1925,8
them,-0.013285033259161222,ridge,cosine,0.1925,8
I,-0.07120612824912652,lasso,cosine,0.1925,8
had,0.03964269881417321,lasso,cosine,0.1925,8
a,0.21640274184942485,lasso,cosine,0.1925,8
fitsnatac,-0.09576726870094156,lasso,cosine,0.1925,8
time,-0.0,lasso,cosine,0.1925,8
at,-0.0,lasso,cosine,0.1925,8
this,-0.22019964657896374,lasso,cosine,0.1925,8
event,-0.038040489993532156,lasso,cosine,0.1925,8
It,0.04582863372844965,lasso,cosine,0.1925,8
was,0.006676086132158836,lasso,cosine,0.1925,8
wlel,-0.0,lasso,cosine,0.1925,8
orngaiezd,-0.03664401755212323,lasso,cosine,0.1925,8
and,-0.18861494059317915,lasso,cosine,0.1925,8
eyojned,-0.014660329301996535,lasso,cosine,0.1925,8
evrey,-0.0,lasso,cosine,0.1925,8
moment,-0.08941962416360098,lasso,cosine,0.1925,8
of,-0.0,lasso,cosine,0.1925,8
it,0.0,lasso,cosine,0.1925,8
The,0.05581510615848917,lasso,cosine,0.1925,8
speakers,0.024209239219206896,lasso,cosine,0.1925,8
were,0.07683110146617764,lasso,cosine,0.1925,8
konwledgaeble,-0.0,lasso,cosine,0.1925,8
insihgftul,-0.14464679910785103,lasso,cosine,0.1925,8
laerned,-0.02704572012377672,lasso,cosine,0.1925,8
lot,0.11601244109791123,lasso,cosine,0.1925,8
from,0.01721839064796084,lasso,cosine,0.1925,8
them,-0.0,lasso,cosine,0.1925,8
I,0.005767113858530074,decision_tree,cosine,0.1925,8
had,0.0,decision_tree,cosine,0.1925,8
a,0.229031967646059,decision_tree,cosine,0.1925,8
fitsnatac,0.06641743504771233,decision_tree,cosine,0.1925,8
time,0.0,decision_tree,cosine,0.1925,8
at,0.0,decision_tree,cosine,0.1925,8
this,0.22069355743203917,decision_tree,cosine,0.1925,8
event,0.03864862494181954,decision_tree,cosine,0.1925,8
It,0.0,decision_tree,cosine,0.1925,8
was,0.0,decision_tree,cosine,0.1925,8
wlel,0.0,decision_tree,cosine,0.1925,8
orngaiezd,0.0,decision_tree,cosine,0.1925,8
and,0.16875257887211842,decision_tree,cosine,0.1925,8
eyojned,0.0,decision_tree,cosine,0.1925,8
evrey,0.0,decision_tree,cosine,0.1925,8
moment,0.02225868911578932,decision_tree,cosine,0.1925,8
of,0.005684944475894245,decision_tree,cosine,0.1925,8
it,0.0,decision_tree,cosine,0.1925,8
The,0.010576813514621098,decision_tree,cosine,0.1925,8
speakers,0.0,decision_tree,cosine,0.1925,8
were,0.012863689283409457,decision_tree,cosine,0.1925,8
konwledgaeble,0.0099133654949182,decision_tree,cosine,0.1925,8
insihgftul,0.07686142055886415,decision_tree,cosine,0.1925,8
laerned,0.0,decision_tree,cosine,0.1925,8
lot,0.13252979975822513,decision_tree,cosine,0.1925,8
from,0.0,decision_tree,cosine,0.1925,8
them,0.0,decision_tree,cosine,0.1925,8
I,-0.09474235337228125,ridge,cosine,0.1925,9
had,0.06719528188363724,ridge,cosine,0.1925,9
a,0.261975041572277,ridge,cosine,0.1925,9
fitsnatac,-0.15922916960217223,ridge,cosine,0.1925,9
time,-0.019787180627009775,ridge,cosine,0.1925,9
at,-0.03387844118016257,ridge,cosine,0.1925,9
this,-0.2568993523768807,ridge,cosine,0.1925,9
event,-0.08381445694741065,ridge,cosine,0.1925,9
It,0.10052399707538276,ridge,cosine,0.1925,9
was,0.03416333094792966,ridge,cosine,0.1925,9
wlel,-0.027319919075699597,ridge,cosine,0.1925,9
orngaiezd,-0.09956200591761107,ridge,cosine,0.1925,9
and,-0.24838854122988105,ridge,cosine,0.1925,9
eyojned,-0.05768241580377404,ridge,cosine,0.1925,9
evrey,-0.042866150766799456,ridge,cosine,0.1925,9
moment,-0.12931735197300015,ridge,cosine,0.1925,9
of,-0.02844760346918466,ridge,cosine,0.1925,9
it,-0.0020360836673475094,ridge,cosine,0.1925,9
The,0.09534905098754456,ridge,cosine,0.1925,9
speakers,0.06890858501699483,ridge,cosine,0.1925,9
were,0.08938511313558206,ridge,cosine,0.1925,9
konwledgaeble,-0.017057271889681196,ridge,cosine,0.1925,9
insihgftul,-0.17856551162183104,ridge,cosine,0.1925,9
laerned,-0.07663182274482536,ridge,cosine,0.1925,9
lot,0.1538169230817199,ridge,cosine,0.1925,9
from,0.05409738365739782,ridge,cosine,0.1925,9
them,-0.02187415815567382,ridge,cosine,0.1925,9
I,-0.049043709125997564,lasso,cosine,0.1925,9
had,0.05782238777902708,lasso,cosine,0.1925,9
a,0.2271229126168846,lasso,cosine,0.1925,9
fitsnatac,-0.08667811717882487,lasso,cosine,0.1925,9
time,-0.0,lasso,cosine,0.1925,9
at,-0.0,lasso,cosine,0.1925,9
this,-0.22098285082848662,lasso,cosine,0.1925,9
event,-0.030108789642030412,lasso,cosine,0.1925,9
It,0.04833396322855734,lasso,cosine,0.1925,9
was,0.005278039577963212,lasso,cosine,0.1925,9
wlel,-0.0,lasso,cosine,0.1925,9
orngaiezd,-0.03410871623252644,lasso,cosine,0.1925,9
and,-0.19934829194614576,lasso,cosine,0.1925,9
eyojned,-0.023080240170665418,lasso,cosine,0.1925,9
evrey,-0.0,lasso,cosine,0.1925,9
moment,-0.11525178123585166,lasso,cosine,0.1925,9
of,-0.0,lasso,cosine,0.1925,9
it,-0.0,lasso,cosine,0.1925,9
The,0.05594294226267613,lasso,cosine,0.1925,9
speakers,0.010550487859328555,lasso,cosine,0.1925,9
were,0.07149207682527012,lasso,cosine,0.1925,9
konwledgaeble,0.0,lasso,cosine,0.1925,9
insihgftul,-0.14575779884410336,lasso,cosine,0.1925,9
laerned,-0.0211904164661678,lasso,cosine,0.1925,9
lot,0.10168084997131709,lasso,cosine,0.1925,9
from,0.012790732014746188,lasso,cosine,0.1925,9
them,-0.0,lasso,cosine,0.1925,9
I,0.026150835292482497,decision_tree,cosine,0.1925,9
had,0.0,decision_tree,cosine,0.1925,9
a,0.22184840574293105,decision_tree,cosine,0.1925,9
fitsnatac,0.023537758222172623,decision_tree,cosine,0.1925,9
time,0.0,decision_tree,cosine,0.1925,9
at,0.0,decision_tree,cosine,0.1925,9
this,0.2469527958374653,decision_tree,cosine,0.1925,9
event,0.05402410848985741,decision_tree,cosine,0.1925,9
It,0.0,decision_tree,cosine,0.1925,9
was,0.0064828658603133344,decision_tree,cosine,0.1925,9
wlel,0.0,decision_tree,cosine,0.1925,9
orngaiezd,0.003738293809760325,decision_tree,cosine,0.1925,9
and,0.21119375245772143,decision_tree,cosine,0.1925,9
eyojned,0.0,decision_tree,cosine,0.1925,9
evrey,0.0,decision_tree,cosine,0.1925,9
moment,0.03912817333392921,decision_tree,cosine,0.1925,9
of,0.0,decision_tree,cosine,0.1925,9
it,0.0,decision_tree,cosine,0.1925,9
The,0.0,decision_tree,cosine,0.1925,9
speakers,0.0,decision_tree,cosine,0.1925,9
were,0.0,decision_tree,cosine,0.1925,9
konwledgaeble,0.00739685316878704,decision_tree,cosine,0.1925,9
insihgftul,0.083355646065761,decision_tree,cosine,0.1925,9
laerned,0.005976708087667836,decision_tree,cosine,0.1925,9
lot,0.07021380363115089,decision_tree,cosine,0.1925,9
from,0.0,decision_tree,cosine,0.1925,9
them,0.0,decision_tree,cosine,0.1925,9
I,-0.10699067678915115,ridge,cosine,0.1925,10
had,0.07014065213227373,ridge,cosine,0.1925,10
a,0.2591543194051586,ridge,cosine,0.1925,10
fitsnatac,-0.15918865298667687,ridge,cosine,0.1925,10
time,-0.03989436758714575,ridge,cosine,0.1925,10
at,-0.014212589443327296,ridge,cosine,0.1925,10
this,-0.257510487277999,ridge,cosine,0.1925,10
event,-0.0717904407182948,ridge,cosine,0.1925,10
It,0.09988526056456265,ridge,cosine,0.1925,10
was,0.05050095045562422,ridge,cosine,0.1925,10
wlel,-0.022214092765082606,ridge,cosine,0.1925,10
orngaiezd,-0.08976175265331494,ridge,cosine,0.1925,10
and,-0.22602281010181413,ridge,cosine,0.1925,10
eyojned,-0.040630567229900154,ridge,cosine,0.1925,10
evrey,-0.032562132935152664,ridge,cosine,0.1925,10
moment,-0.1402652221806576,ridge,cosine,0.1925,10
of,-0.030626328626935886,ridge,cosine,0.1925,10
it,-0.016139399248102575,ridge,cosine,0.1925,10
The,0.09070260388487712,ridge,cosine,0.1925,10
speakers,0.07387037682557407,ridge,cosine,0.1925,10
were,0.108889790813354,ridge,cosine,0.1925,10
konwledgaeble,0.006173205597640283,ridge,cosine,0.1925,10
insihgftul,-0.19719987936476557,ridge,cosine,0.1925,10
laerned,-0.05548274449078009,ridge,cosine,0.1925,10
lot,0.15975018599567045,ridge,cosine,0.1925,10
from,0.03972107885608347,ridge,cosine,0.1925,10
them,-0.0272483267481375,ridge,cosine,0.1925,10
I,-0.0660232575398817,lasso,cosine,0.1925,10
had,0.02486943438814029,lasso,cosine,0.1925,10
a,0.22416407815576067,lasso,cosine,0.1925,10
fitsnatac,-0.10112146505443681,lasso,cosine,0.1925,10
time,-0.0,lasso,cosine,0.1925,10
at,-0.0,lasso,cosine,0.1925,10
this,-0.20418796014381965,lasso,cosine,0.1925,10
event,-0.028770674170679973,lasso,cosine,0.1925,10
It,0.05277888211526644,lasso,cosine,0.1925,10
was,0.007950079467063735,lasso,cosine,0.1925,10
wlel,-0.0,lasso,cosine,0.1925,10
orngaiezd,-0.036998903235725605,lasso,cosine,0.1925,10
and,-0.19025454879699158,lasso,cosine,0.1925,10
eyojned,-0.02347855041385223,lasso,cosine,0.1925,10
evrey,-0.0,lasso,cosine,0.1925,10
moment,-0.08889596786377214,lasso,cosine,0.1925,10
of,-0.0,lasso,cosine,0.1925,10
it,0.0,lasso,cosine,0.1925,10
The,0.05635161188343568,lasso,cosine,0.1925,10
speakers,0.015748476142124122,lasso,cosine,0.1925,10
were,0.05796886843763094,lasso,cosine,0.1925,10
konwledgaeble,-0.0,lasso,cosine,0.1925,10
insihgftul,-0.16136211307647577,lasso,cosine,0.1925,10
laerned,-0.030383493911885398,lasso,cosine,0.1925,10
lot,0.13593406337777258,lasso,cosine,0.1925,10
from,0.007776243850285073,lasso,cosine,0.1925,10
them,-0.0,lasso,cosine,0.1925,10
I,0.00280616587909365,decision_tree,cosine,0.1925,10
had,0.009363504495722036,decision_tree,cosine,0.1925,10
a,0.2150155051646973,decision_tree,cosine,0.1925,10
fitsnatac,0.029725129862030387,decision_tree,cosine,0.1925,10
time,0.0,decision_tree,cosine,0.1925,10
at,0.0,decision_tree,cosine,0.1925,10
this,0.18100408164032564,decision_tree,cosine,0.1925,10
event,0.05271626078309685,decision_tree,cosine,0.1925,10
It,0.01956376513832203,decision_tree,cosine,0.1925,10
was,0.0,decision_tree,cosine,0.1925,10
wlel,0.0,decision_tree,cosine,0.1925,10
orngaiezd,0.0,decision_tree,cosine,0.1925,10
and,0.21050883216180935,decision_tree,cosine,0.1925,10
eyojned,0.0,decision_tree,cosine,0.1925,10
evrey,0.0,decision_tree,cosine,0.1925,10
moment,0.006861096768635753,decision_tree,cosine,0.1925,10
of,0.0,decision_tree,cosine,0.1925,10
it,0.0,decision_tree,cosine,0.1925,10
The,0.00164730907484877,decision_tree,cosine,0.1925,10
speakers,0.0,decision_tree,cosine,0.1925,10
were,0.02349387802917716,decision_tree,cosine,0.1925,10
konwledgaeble,0.0,decision_tree,cosine,0.1925,10
insihgftul,0.13191192542031407,decision_tree,cosine,0.1925,10
laerned,0.028615133405991634,decision_tree,cosine,0.1925,10
lot,0.08676741217593528,decision_tree,cosine,0.1925,10
from,0.0,decision_tree,cosine,0.1925,10
them,0.0,decision_tree,cosine,0.1925,10
